Xt,Yt,Zt,THETAt,Xf,Yf,Zf,THETAf
-0.5708390636006772,0.039483463732536445,0.501,-0.08147142406770405,-0.432,0.21,0.513,-0.3200000000000003
-0.5744538677880577,0.029544674158620735,0.501,-0.055870989140990354,-0.439,0.204,0.513,-0.28000000000000025
-0.5744538677880577,0.029544674158620735,0.501,-0.055870989140990354,-0.452,0.187,0.513,-0.2400000000000002
-0.5848931174590721,-0.0026490666994713856,0.498,0.02471413491593533,-0.458,0.181,0.512,-0.2400000000000002
-0.5875760647239026,-0.011221352216069591,0.498,0.04922373906015257,-0.464,0.172,0.512,-0.2400000000000002
-0.590035795602528,-0.02096176781558493,0.497,0.07424467013366504,-0.47,0.165,0.51,-0.239999999999998
-0.594246721076584,-0.03981454897132988,0.497,0.12551371691099847,-0.482,0.151,0.51,-0.20000000000000018
-0.5960203640158603,-0.049629912467449966,0.496,0.1509437095279471,-0.488,0.143,0.509,-0.2400000000000002
-0.5975576853031618,-0.05948171678253082,0.496,0.17657823291661381,-0.498,0.127,0.508,-0.20000000000000018
-0.5999218503843616,-0.07819780256107457,0.496,0.22825634123738342,-0.502,0.12,0.506,-0.16000000000000014
-0.5999218503843616,-0.07819780256107457,0.496,0.22825634123738342,-0.502,0.12,0.506,-0.16000000000000014
-0.6014678900174377,-0.09538132073806355,0.497,0.2789799726234686,-0.511,0.106,0.505,-0.20000000000000018
-0.6017434797655677,-0.10442907432947555,0.497,0.3059780344902559,-0.519,0.089,0.504,-0.16000000000000014
-0.6018018275601064,-0.12266198208187518,0.498,0.35806520435446165,-0.522,0.082,0.503,-0.1200000000000001
-0.6015500923662492,-0.13102380526094903,0.498,0.3836997277431284,-0.526,0.077,0.504,-0.16000000000000014
-0.6010850976417392,-0.13929953364026304,0.499,0.40933425113179506,-0.53,0.069,0.503,-0.16000000000000014
-0.5995669892823976,-0.1554855081104754,0.5,0.4603305902135044,-0.536,0.053,0.503,-0.1200000000000001
-0.5986122439705911,-0.16321843763342164,0.5,0.48514699051529875,-0.54,0.045,0.503,-0.16000000000000014
-0.5973269533503374,-0.17110070589509807,0.5,0.5107815139039654,-0.542,0.038,0.502,-0.08000000000000007
-0.594208290545222,-0.1854420784379892,0.501,0.5617778529856748,-0.548,0.022,0.503,-0.1200000000000001
-0.5924378945852018,-0.19281422445152144,0.501,0.5868669609830933,-0.55,0.014,0.502,-0.08000000000000007
-0.5904840587773138,-0.20006437791532491,0.501,0.6119560689805118,-0.553,0.006,0.503,-0.1200000000000001
-0.5850971265892801,-0.21438292664237996,0.5,0.6664976081053345,-0.557,-0.01,0.503,-0.08000000000000007
-0.5827039696268362,-0.2210689776000387,0.5,0.6910413007115048,-0.56,-0.02,0.505,-0.1200000000000001
-0.5800230751528328,-0.22676469656333548,0.5,0.7161304087089233,-0.561,-0.029,0.505,-0.040000000000000036
-0.5771759965495875,-0.2333157946596616,0.499,0.7412195167063418,-0.564,-0.047,0.503,-0.040000000000000036
-0.5730339944313714,-0.23885564776419646,0.499,0.7668540400950085,-0.566,-0.056,0.503,-0.08000000000000007
-0.570269545804185,-0.24469923765343635,0.499,0.7903069019186824,-0.566,-0.056,0.503,-0.08000000000000007
-0.5641957122256004,-0.255100688917088,0.498,0.8377580409572781,-0.566,-0.072,0.502,0.0
-0.5578900523093397,-0.2646747211805315,0.497,0.8841183492133776,-0.566,-0.091,0.501,0.0
-0.5531805329862188,-0.27003865349578626,0.497,0.9086620418195479,-0.566,-0.1,0.501,0.0
-0.549034491838463,-0.27446340828873733,0.497,0.9342965652082146,-0.566,-0.11,0.501,0.0
